STATION,STATION_NAME,DATE,TPCP,TSNW,MMXT,MMNT
GHCND:USC00190860,BROCKTON MA US,20070701,1504,0,276,165
GHCND:USC00190860,BROCKTON MA US,20070801,376,0,272,154
GHCND:USC00190860,BROCKTON MA US,20070901,752,0,239,115
GHCND:USC00190860,BROCKTON MA US,20071001,811,0,195,77
GHCND:USC00190860,BROCKTON MA US,20071101,982,0,101,-7
GHCND:USC00190860,BROCKTON MA US,20071201,1347,0,38,-59
GHCND:USC00190860,BROCKTON MA US,20080101,628,0,40,-57
GHCND:USC00190860,BROCKTON MA US,20080201,2020,0,46,-52
GHCND:USC00190860,BROCKTON MA US,20080301,1401,0,81,-25
GHCND:USC00190860,BROCKTON MA US,20080401,1022,0,155,23
GHCND:USC00190860,BROCKTON MA US,20080501,442,0,188,71
GHCND:USC00190860,BROCKTON MA US,20080601,865,0,258,141
GHCND:USC00190860,BROCKTON MA US,20080701,993,0,287,176
GHCND:USC00190860,BROCKTON MA US,20080801,576,0,257,145
GHCND:USC00190860,BROCKTON MA US,20080901,2284,0,221,124
GHCND:USC00190860,BROCKTON MA US,20081001,322,0,163,42
GHCND:USC00190860,BROCKTON MA US,20081101,1285,0,100,0
GHCND:USC00190860,BROCKTON MA US,20081201,2013,76,63,-39
GHCND:USC00190860,BROCKTON MA US,20090101,1040,203,-1,-103
GHCND:USC00190860,BROCKTON MA US,20090201,499,0,53,-61
GHCND:USC00190860,BROCKTON MA US,20090301,826,0,77,-26
GHCND:USC00190860,BROCKTON MA US,20090401,1482,0,157,38
GHCND:USC00190860,BROCKTON MA US,20090501,773,0,199,86
GHCND:USC00190860,BROCKTON MA US,20090601,982,0,220,134
GHCND:USC00190860,BROCKTON MA US,20090701,1906,0,265,162
GHCND:USC00190860,BROCKTON MA US,20090801,1007,0,287,181
GHCND:USC00190860,BROCKTON MA US,20090901,792,0,229,105
GHCND:USC00190860,BROCKTON MA US,20091001,2110,0,162,52
GHCND:USC00190860,BROCKTON MA US,20091101,958,0,136,43
GHCND:USC00190860,BROCKTON MA US,20091201,1227,0,47,-45
GHCND:USC00190860,BROCKTON MA US,20100101,948,0,27,-64
GHCND:USC00190860,BROCKTON MA US,20100201,1220,0,41,-38
GHCND:USC00190860,BROCKTON MA US,20100301,4531,0,114,12
GHCND:USC00190860,BROCKTON MA US,20100401,524,0,181,50
GHCND:USC00190860,BROCKTON MA US,20100501,642,0,235,106
GHCND:USC00190860,BROCKTON MA US,20100601,448,0,277,157
GHCND:USC00190860,BROCKTON MA US,20100701,405,0,312,185
GHCND:USC00190860,BROCKTON MA US,20100801,1171,0,285,164
GHCND:USC00190860,BROCKTON MA US,20100901,483,0,252,137
GHCND:USC00190860,BROCKTON MA US,20101001,814,0,178,69
GHCND:USC00190860,BROCKTON MA US,20101101,918,0,113,17
GHCND:USC00190860,BROCKTON MA US,20101201,882,0,40,-49
GHCND:USC00190860,BROCKTON MA US,20110101,887,909,17,-89
GHCND:USC00190860,BROCKTON MA US,20110201,1078,264,51,-77
GHCND:USC00190860,BROCKTON MA US,20110301,539,0,93,-16
GHCND:USC00190860,BROCKTON MA US,20110401,1118,0,150,50
GHCND:USC00190860,BROCKTON MA US,20110501,629,0,207,105
GHCND:USC00190860,BROCKTON MA US,20110601,848,0,249,140
GHCND:USC00190860,BROCKTON MA US,20110701,743,0,300,181
GHCND:USC00190860,BROCKTON MA US,20110801,983,0,277,173
GHCND:USC00190860,BROCKTON MA US,20110901,1189,-9999,248,146
GHCND:USC00190860,BROCKTON MA US,20111001,2128,-9999,182,76
GHCND:USC00190860,BROCKTON MA US,20111101,994,-9999,154,33
GHCND:USC00190860,BROCKTON MA US,20111201,929,-9999,92,-21
GHCND:USC00190860,BROCKTON MA US,20120101,652,191,65,-39
GHCND:USC00190860,BROCKTON MA US,20120201,327,0,78,-29
GHCND:USC00190860,BROCKTON MA US,20120301,347,20,132,15
GHCND:USC00190860,BROCKTON MA US,20120401,785,0,173,40
GHCND:USC00190860,BROCKTON MA US,20120501,1221,0,218,114
GHCND:USC00190860,BROCKTON MA US,20120601,1310,0,244,137
GHCND:USC00190860,BROCKTON MA US,20120701,1289,0,297,180
GHCND:USC00190860,BROCKTON MA US,20120801,1403,0,294,177
GHCND:USC00190860,BROCKTON MA US,20120901,1642,0,231,118
GHCND:USC00190860,BROCKTON MA US,20121001,1896,0,187,79
GHCND:USC00190860,BROCKTON MA US,20121101,513,0,102,3
GHCND:USC00190860,BROCKTON MA US,20121201,1306,102,78,-9
GHCND:USC00190860,BROCKTON MA US,20130101,371,71,44,-55
GHCND:USC00190860,BROCKTON MA US,20130201,1534,689,38,-47
GHCND:USC00190860,BROCKTON MA US,20130301,1294,648,78,-11
GHCND:USC00190860,BROCKTON MA US,20130401,399,0,155,33
GHCND:USC00190860,BROCKTON MA US,20130501,981,0,224,85
GHCND:USC00190860,BROCKTON MA US,20130601,2836,0,263,150
GHCND:USC00190860,BROCKTON MA US,20130701,687,0,303,206
GHCND:USC00190860,BROCKTON MA US,20130801,858,0,270,152
GHCND:USC00190860,BROCKTON MA US,20130901,544,0,238,111
GHCND:USC00190860,BROCKTON MA US,20131001,349,0,186,54
GHCND:USC00190860,BROCKTON MA US,20131101,1029,0,108,-3
GHCND:USC00190860,BROCKTON MA US,20131201,968,203,52,-42
GHCND:USC00190860,BROCKTON MA US,20140101,1159,569,22,-85
GHCND:USC00190860,BROCKTON MA US,20140201,1122,710,29,-76
GHCND:USC00190860,BROCKTON MA US,20140301,1358,3,66,-50
GHCND:USC00190860,BROCKTON MA US,20140401,1219,0,146,36
GHCND:USC00190860,BROCKTON MA US,20140501,790,0,214,94
GHCND:USC00190860,BROCKTON MA US,20140601,477,0,264,134
GHCND:USC00190860,BROCKTON MA US,20140701,923,0,285,182
GHCND:USC00190860,BROCKTON MA US,20140801,239,0,275,147
GHCND:USC00190860,BROCKTON MA US,20140901,178,0,249,118
GHCND:USC00190860,BROCKTON MA US,20141001,1803,0,182,81
GHCND:USC00190860,BROCKTON MA US,20141101,1746,8,107,-1
GHCND:USC00190860,BROCKTON MA US,20141201,1585,0,76,-4
GHCND:USC00190860,BROCKTON MA US,20150101,904,794,14,-84
GHCND:USC00190860,BROCKTON MA US,20150201,1084,1595,-15,-140
GHCND:USC00190860,BROCKTON MA US,20150301,945,229,59,-51
GHCND:USC00190860,BROCKTON MA US,20150401,579,0,147,35
GHCND:USC00190860,BROCKTON MA US,20150501,450,0,245,100
GHCND:USC00190860,BROCKTON MA US,20150601,1416,0,240,127
GHCND:USC00190860,BROCKTON MA US,20150701,588,0,292,174
GHCND:USC00190860,BROCKTON MA US,20150801,688,0,295,174
GHCND:USC00190860,BROCKTON MA US,20150901,1166,0,269,137
GHCND:USC00190860,BROCKTON MA US,20151001,630,0,174,59
GHCND:USC00190860,BROCKTON MA US,20151101,1209,0,141,26
GHCND:USC00190860,BROCKTON MA US,20151201,702,0,126,32
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20100701,434,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20100801,1867,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20100901,437,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20101001,1241,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20101101,1016,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20101201,1624,407,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20110101,2800,957,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20110201,2010,393,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20110301,587,26,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20110401,1203,71,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20110501,745,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20110601,1184,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20110701,805,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20110801,1512,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20110901,1595,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20111001,2271,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20111101,1029,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20111201,1012,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120101,900,229,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120201,235,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120301,446,13,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120401,860,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120501,980,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120601,1164,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120701,787,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120801,1610,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120901,870,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121001,1390,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121101,552,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121201,1851,84,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130101,548,137,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130201,2262,952,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130301,1802,762,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130401,560,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130501,940,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130601,3007,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130701,1001,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130801,732,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130901,524,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20131001,257,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20131101,1012,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20131201,1959,328,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20140101,1976,658,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20140201,1639,516,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20140301,1386,41,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20140401,1090,3,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20140501,843,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20140601,517,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20140701,980,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20140801,403,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20140901,210,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20141001,2313,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20141101,1961,51,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20141201,1693,13,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150101,1574,778,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150201,2433,1647,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150301,1355,259,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150401,635,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150501,227,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150601,1406,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150701,870,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150801,610,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20150901,976,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20151001,992,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20151101,866,0,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20151201,1253,25,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20090201,302,178,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20090301,1121,229,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20090401,1302,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20090501,531,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20090601,1184,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20090701,2039,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20090801,771,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20090901,630,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20091001,1018,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20091101,863,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20091201,521,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20100101,792,38,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20100201,1181,112,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20100301,3627,8,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20100401,531,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20100501,765,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20100601,487,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20100701,682,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20100801,743,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20100901,430,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20101001,1098,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20101101,711,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20101201,1298,25,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20110101,944,460,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20110201,77,18,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20110301,206,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20110401,1519,58,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20110501,654,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20110601,1021,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20110701,695,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20110801,2057,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20110901,1400,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20111001,1721,139,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20111101,940,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20111201,1101,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20120101,911,163,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20120201,156,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20120301,711,76,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20120401,989,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20120501,692,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20120601,1067,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20120701,572,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20120801,554,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20120901,991,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20121001,684,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20121101,415,127,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20121201,1818,229,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20130101,517,112,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20130201,930,201,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20130301,576,240,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20130401,341,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20130501,971,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20130601,2514,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20130701,1286,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20130801,89,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20130901,281,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20131001,453,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20131101,878,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20131201,1281,221,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20140101,1218,434,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20140201,1674,593,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20140301,1102,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20140401,872,3,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20140501,609,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20140601,781,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20140701,247,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20140801,579,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20140901,153,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20141001,1299,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20141101,1431,86,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20141201,427,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150101,1727,663,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150201,708,524,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150301,1001,177,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150401,801,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150501,81,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150601,772,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150701,265,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150801,1093,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20150901,419,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20151001,1312,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20151101,546,0,-9999,-9999
GHCND:US1MANF0003,FRANKLIN 0.7 NE MA US,20151201,1072,25,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20090201,76,0,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20090301,466,165,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20090401,536,0,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20090501,822,0,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20090601,404,0,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20090701,2089,-9999,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20090801,330,-9999,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20091101,350,-9999,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20100301,790,-9999,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20100501,396,0,-9999,-9999
GHCND:US1MAPL0001,HINGHAM 3.5 SSE MA US,20140901,48,-9999,-9999,-9999
GHCND:USC00193624,HINGHAM MA US,20000101,1063,334,31,-77
GHCND:USC00193624,HINGHAM MA US,20000201,882,275,58,-33
GHCND:USC00193624,HINGHAM MA US,20000301,1225,64,116,8
GHCND:USC00193624,HINGHAM MA US,20000401,1663,0,129,37
GHCND:USC00193624,HINGHAM MA US,20000501,760,0,200,82
GHCND:USC00193624,HINGHAM MA US,20000601,1778,0,246,144
GHCND:USC00193624,HINGHAM MA US,20000701,1728,0,252,154
GHCND:USC00193624,HINGHAM MA US,20000801,612,0,251,158
GHCND:USC00193624,HINGHAM MA US,20000901,715,0,224,117
GHCND:USC00193624,HINGHAM MA US,20001001,664,0,171,60
GHCND:USC00193624,HINGHAM MA US,20001101,1196,0,94,21
GHCND:USC00193624,HINGHAM MA US,20001201,1207,114,34,-62
GHCND:USC00193624,HINGHAM MA US,20010101,868,397,28,-64
GHCND:USC00193624,HINGHAM MA US,20010201,604,280,46,-49
GHCND:USC00193624,HINGHAM MA US,20010301,3274,534,58,-20
GHCND:USC00193624,HINGHAM MA US,20010401,377,3,145,31
GHCND:USC00193624,HINGHAM MA US,20010501,704,0,214,92
GHCND:USC00193624,HINGHAM MA US,20010601,1267,0,272,151
GHCND:USC00193624,HINGHAM MA US,20010701,826,0,264,146
GHCND:USC00193624,HINGHAM MA US,20010801,954,0,281,178
GHCND:USC00193624,HINGHAM MA US,20010901,1211,0,237,130
GHCND:USC00193624,HINGHAM MA US,20011001,291,0,189,69
GHCND:USC00193624,HINGHAM MA US,20011101,233,0,141,31
GHCND:USC00193624,HINGHAM MA US,20011201,875,92,83,2
GHCND:USC00193624,HINGHAM MA US,20020101,833,223,63,-25
GHCND:USC00193624,HINGHAM MA US,20020201,672,64,76,-36
GHCND:USC00193624,HINGHAM MA US,20020301,1151,87,99,-10
GHCND:USC00193624,HINGHAM MA US,20020401,815,5,157,47
GHCND:USC00193624,HINGHAM MA US,20020501,1657,0,202,81
GHCND:USC00193624,HINGHAM MA US,20020601,1140,0,243,129
GHCND:USC00193624,HINGHAM MA US,20020701,789,0,284,170
GHCND:USC00193624,HINGHAM MA US,20020801,637,0,286,173
GHCND:USC00193624,HINGHAM MA US,20020901,1277,0,242,140
GHCND:USC00193624,HINGHAM MA US,20021001,1080,0,151,54
GHCND:USC00193624,HINGHAM MA US,20021101,1855,69,100,12
GHCND:USC00193624,HINGHAM MA US,20021201,1748,315,47,-45
GHCND:USC00193624,HINGHAM MA US,20030101,761,176,-7,-87
GHCND:USC00193624,HINGHAM MA US,20030201,1352,1046,10,-77
GHCND:USC00193624,HINGHAM MA US,20030301,1473,348,92,-29
GHCND:USC00193624,HINGHAM MA US,20030401,1537,64,118,16
GHCND:USC00193624,HINGHAM MA US,20030501,1149,0,178,71
GHCND:USC00193624,HINGHAM MA US,20030601,1320,0,231,136
GHCND:USC00193624,HINGHAM MA US,20030701,923,0,279,177
GHCND:USC00193624,HINGHAM MA US,20030801,1209,0,276,183
GHCND:USC00193624,HINGHAM MA US,20030901,452,0,227,130
GHCND:USC00193624,HINGHAM MA US,20031001,1755,0,161,54
GHCND:USC00193624,HINGHAM MA US,20031101,618,0,114,21
GHCND:USC00193624,HINGHAM MA US,20031201,1628,557,66,-26
GHCND:USC00193624,HINGHAM MA US,20040101,408,155,-21,-102
GHCND:USC00193624,HINGHAM MA US,20040201,496,107,44,-53
GHCND:USC00193624,HINGHAM MA US,20040301,753,251,82,-10
GHCND:USC00193624,HINGHAM MA US,20040401,2569,0,149,38
GHCND:USC00193624,HINGHAM MA US,20040501,866,0,210,94
GHCND:USC00193624,HINGHAM MA US,20040601,373,0,250,128
GHCND:USC00193624,HINGHAM MA US,20040701,1205,0,261,165
GHCND:USC00193624,HINGHAM MA US,20040801,1605,0,267,170
GHCND:USC00193624,HINGHAM MA US,20040901,1971,0,230,124
GHCND:USC00193624,HINGHAM MA US,20041001,652,0,156,71
GHCND:USC00193624,HINGHAM MA US,20041101,1121,135,112,11
GHCND:USC00193624,HINGHAM MA US,20041201,1321,265,63,-33
GHCND:USC00193624,HINGHAM MA US,20050101,1529,1111,13,-71
GHCND:USC00193624,HINGHAM MA US,20050201,713,309,40,-60
GHCND:USC00193624,HINGHAM MA US,20050301,1586,468,59,-42
GHCND:USC00193624,HINGHAM MA US,20050401,900,0,165,34
GHCND:USC00193624,HINGHAM MA US,20050501,1906,0,155,65
GHCND:USC00193624,HINGHAM MA US,20050601,258,0,267,146
GHCND:USC00193624,HINGHAM MA US,20050701,1050,0,278,172
GHCND:USC00193624,HINGHAM MA US,20050801,2645,0,288,178
GHCND:USC00193624,HINGHAM MA US,20050901,715,0,244,137
GHCND:USC00193624,HINGHAM MA US,20051001,3621,20,162,83
GHCND:USC00193624,HINGHAM MA US,20051101,1523,23,128,24
GHCND:USC00193624,HINGHAM MA US,20051201,873,222,41,-41
GHCND:USC00193624,HINGHAM MA US,20060101,1571,279,70,-19
GHCND:USC00193624,HINGHAM MA US,20060201,652,363,42,-54
GHCND:USC00193624,HINGHAM MA US,20060301,102,3,86,-22
GHCND:USC00193624,HINGHAM MA US,20060401,527,13,152,36
GHCND:USC00193624,HINGHAM MA US,20060501,3527,0,184,90
GHCND:USC00193624,HINGHAM MA US,20060601,3714,0,242,154
GHCND:USC00193624,HINGHAM MA US,20060701,1053,0,292,191
GHCND:USC00193624,HINGHAM MA US,20060801,1010,0,260,158
GHCND:USC00193624,HINGHAM MA US,20060901,425,0,223,118
GHCND:USC00193624,HINGHAM MA US,20061001,1624,0,169,59
GHCND:USC00193624,HINGHAM MA US,20061101,2070,0,135,45
